Date,Open,Open,High,High,Low,Low,Close,Close,Adj Close,Adj Close,Volume,Volume
,AAPL,GOOGL,AAPL,GOOGL,AAPL,GOOGL,AAPL,GOOGL,AAPL,GOOGL,AAPL,GOOGL
2015-03-02,32.3125,28.350000381469727,32.56999969482422,28.79949951171875,32.07500076293945,28.157499313354492,32.272499084472656,28.750999450683594,29.002460479736328,28.750999450683594,192386800,50406000
2015-03-03,32.2400016784668,28.8174991607666,32.380001068115234,29.042499542236328,32.022499084472656,28.524999618530273,32.34000015258789,28.93950080871582,29.06312370300293,28.93950080871582,151265200,50526000
2015-03-04,32.275001525878906,28.848499298095703,32.38999938964844,29.081499099731445,32.08000183105469,28.625999450683594,32.1349983215332,28.916500091552734,28.878890991210938,28.916500091552734,126665200,37964000
2015-03-05,32.14500045776367,28.981000900268555,32.1875,29.15999984741211,31.440000534057617,28.911500930786133,31.602500915527344,29.071500778198242,28.400346755981445,29.071500778198242,226068400,35918000
2015-03-06,32.099998474121094,29.100000381469727,32.342498779296875,29.138999938964844,31.565000534057617,28.60300064086914,31.649999618530273,28.645000457763672,28.44303321838379,28.645000457763672,291368400,37592000
2015-03-09,31.989999771118164,28.54599952697754,32.39250183105469,28.772499084472656,31.264999389648438,28.452499389648438,31.78499984741211,28.704999923706055,28.564353942871094,28.704999923706055,354114000,23478000
2015-03-10,31.602500915527344,28.423999786376953,31.80500030517578,28.488000869750977,30.950000762939453,27.990999221801758,31.127500534057617,27.99250030517578,27.973482131958008,27.99250030517578,275426400,40080000
2015-03-11,31.1875,27.989999771118164,31.1924991607666,28.208999633789062,30.52750015258789,27.77050018310547,30.559999465942383,27.784500122070312,27.463476181030273,27.784500122070312,275756000,40524000
2015-03-12,30.577499389648438,27.923999786376953,31.225000381469727,28.091999053955078,30.407499313354492,27.776500701904297,31.112499237060547,28.058500289916992,27.959999084472656,28.058500289916992,193450800,35602000
2015-03-13,31.100000381469727,27.96150016784668,31.350000381469727,28.218000411987305,30.645000457763672,27.51650047302246,30.897499084472656,27.649999618530273,27.76678466796875,27.649999618530273,207309200,35428000
2015-03-16,30.969999313354492,27.846500396728516,31.237499237060547,28.1875,30.717500686645508,27.56599998474121,31.237499237060547,28.082000732421875,28.07233238220215,28.082000732421875,143497200,36856000
2015-03-17,31.475000381469727,27.914499282836914,31.829999923706055,28.031999588012695,31.412500381469727,27.720500946044922,31.760000228881836,27.88050079345703,28.54189109802246,27.88050079345703,204092400,28892000
2015-03-18,31.75,27.886499404907227,32.290000915527344,28.32550048828125,31.592500686645508,27.674999237060547,32.11750030517578,28.308000564575195,28.863162994384766,28.308000564575195,261083600,35324000
2015-03-19,32.1875,28.22599983215332,32.3125,28.347999572753906,31.850000381469727,28.106000900268555,31.875,28.183500289916992,28.64523696899414,28.183500289916992,183238000,24660000
2015-03-20,32.0625,28.335500717163086,32.099998474121094,28.354999542236328,31.290000915527344,28.224000930786133,31.475000381469727,28.247499465942383,28.2857608795166,28.247499465942383,274780400,44320000
2015-03-23,31.780000686645508,28.299999237060547,31.962499618530273,28.48200035095215,31.6299991607666,28.152999877929688,31.802499771118164,28.26849937438965,28.5800838470459,28.26849937438965,150838800,30234000
2015-03-24,31.8075008392334,28.427000045776367,32.0099983215332,29.0939998626709,31.639999389648438,28.404499053955078,31.672500610351562,28.87700080871582,28.463258743286133,28.87700080871582,131369200,79156000
2015-03-25,31.635000228881836,28.87849998474121,31.704999923706055,29.00349998474121,30.844999313354492,28.350000381469727,30.844999313354492,28.350000381469727,27.719600677490234,28.350000381469727,206620800,53070000
2015-03-26,30.690000534057617,28.232500076293945,31.219999313354492,28.359500885009766,30.649999618530273,27.91550064086914,31.059999465942383,28.18199920654297,27.912817001342773,28.18199920654297,190291600,49842000
2015-03-27,31.142499923706055,28.09149932861328,31.174999237060547,28.203500747680664,30.727500915527344,27.846500396728516,30.8125,27.877500534057617,27.69039535522461,27.877500534057617,158184800,34552000
2015-03-30,31.012500762939453,28.012500762939453,31.600000381469727,28.107999801635742,31.0,27.839500427246094,31.592500686645508,28.05699920654297,28.391366958618164,28.05699920654297,188398800,24788000
2015-03-31,31.522499084472656,27.89699935913086,31.622499465942383,28.122499465942383,31.09000015258789,27.73349952697754,31.107500076293945,27.735000610351562,27.95550537109375,27.735000610351562,168362400,34932000
2015-04-01,31.204999923706055,27.741500854492188,31.280000686645508,27.924999237060547,30.774999618530273,27.30150032043457,31.0625,27.47450065612793,27.915063858032227,27.47450065612793,162485600,38902000
2015-04-02,31.25749969482422,27.370500564575195,31.389999389648438,27.399999618530273,31.047500610351562,27.02199935913086,31.329999923706055,27.065500259399414,28.15545654296875,27.065500259399414,128880400,47760000
2015-04-06,31.11750030517578,26.941999435424805,31.877500534057617,27.277000427246094,31.082500457763672,26.78499984741211,31.837499618530273,27.197500228881836,28.611534118652344,27.197500228881836,148776000,33718000
2015-04-07,31.90999984741211,27.249500274658203,32.029998779296875,27.507999420166016,31.4950008392334,27.179500579833984,31.502500534057617,27.243000030517578,28.31047821044922,27.243000030517578,140049200,27318000
2015-04-08,31.462499618530273,27.299999237060547,31.600000381469727,27.575000762939453,31.24250030517578,27.299999237060547,31.399999618530273,27.441999435424805,28.21837043762207,27.441999435424805,149316800,28386000
2015-04-09,31.462499618530273,27.460500717163086,31.645000457763672,27.4685001373291,31.165000915527344,27.09749984741211,31.639999389648438,27.400999069213867,28.434043884277344,27.400999069213867,129936000,32366000
2015-04-10,31.487499237060547,27.478500366210938,31.802499771118164,27.49250030517578,31.315000534057617,27.249000549316406,31.774999618530273,27.427000045776367,28.555370330810547,27.427000045776367,160752000,26104000
2015-04-13,32.092498779296875,27.352500915527344,32.14250183105469,27.66349983215332,31.65250015258789,27.315000534057617,31.712499618530273,27.43199920654297,28.49919891357422,27.43199920654297,145460400,29326000
2015-04-14,31.75,27.328500747680664,31.822500228881836,27.328500747680664,31.477500915527344,26.78700065612793,31.575000762939453,26.98900032043457,28.375633239746094,26.98900032043457,102098400,47206000
2015-04-15,31.602500915527344,26.898000717163086,31.782499313354492,27.159500122070312,31.502500534057617,26.618499755859375,31.69499969482422,27.052000045776367,28.483474731445312,27.052000045776367,115881600,46962000
2015-04-16,31.56999969482422,26.917499542236328,31.774999618530273,27.261499404907227,31.52750015258789,26.905000686645508,31.542499542236328,27.176000595092773,28.346424102783203,27.176000595092773,113476000,31722000
2015-04-17,31.387500762939453,26.86549949645996,31.53499984741211,26.989999771118164,31.114999771118164,26.450000762939453,31.1875,26.636999130249023,28.02739906311035,26.636999130249023,207828000,49234000
2015-04-20,31.392499923706055,26.6875,32.029998779296875,27.290000915527344,31.292499542236328,26.667499542236328,31.899999618530273,27.226499557495117,28.66769790649414,27.226499557495117,188217200,38508000
2015-04-21,32.025001525878906,27.315500259399414,32.04999923706055,27.388500213623047,31.667499542236328,27.11050033569336,31.727500915527344,27.145999908447266,28.51268768310547,27.145999908447266,129740400,29128000
2015-04-22,31.747499465942383,27.152999877929688,32.217498779296875,27.549999237060547,31.579999923706055,27.06599998474121,32.154998779296875,27.458999633789062,28.896860122680664,27.458999633789062,150618000,31806000
2015-04-23,32.07500076293945,27.52050018310547,32.60499954223633,28.058500289916992,32.03499984741211,27.503999710083008,32.41749954223633,27.87299919128418,29.132761001586914,27.87299919128418,183083600,78184000
